kode_unit,judul_unit,deskripsi_unit_clean,deskripsi_unit_clean_nlp,deskripsi_unit_enriched,deskripsi_unit_enriched_nlp,level_kkni,doc_sector,doc_title
J.62KKI00.002.1,Melakukan Penilaian Risiko Pelaksanaan Program Kesadaran Keamanan Informasi,Melakukan Penilaian Risiko Pelaksanaan Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,melakukan penilaian risiko pelaksanaan program kesadaran keamanan informasi. kesadaran keamanan informasi,melakukan penilaian risiko pelaksanaan program kesadaran information security. kesadaran information security,melakukan penilaian risiko pelaksanaan program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.003.1,Melakukan Analisis Kebutuhan Program Kesadaran Kesadaran Keamanan Informasi,Melakukan Analisis Kebutuhan Program Kesadaran Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,melakukan analisis kebutuhan program kesadaran kesadaran keamanan informasi. kesadaran keamanan informasi,melakukan analisis kebutuhan program kesadaran kesadaran information security. kesadaran information security,melakukan analisis kebutuhan program kesadaran kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.004.1,Merumuskan Indikator Keberhasilan Program Kesadaran Keamanan Informasi,Merumuskan Indikator Keberhasilan Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,merumuskan indikator keberhasilan program kesadaran keamanan informasi. kesadaran keamanan informasi,formulate indikator keberhasilan program kesadaran information security. kesadaran information security,formulate indikator keberhasilan program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.005.1,Menyusun Dokumen Perencanaan Program Kesadaran Keamanan Informasi,Menyusun Dokumen Perencanaan Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,menyusun dokumen perencanaan program kesadaran keamanan informasi. kesadaran keamanan informasi,menyusun dokumen perencanaan program kesadaran information security. kesadaran information security,menyusun dokumen perencanaan program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.006.1,Menyusun Kebutuhan Materi Program Kesadaran Keamanan Informasi yang Relevan,Menyusun Kebutuhan Materi Program Kesadaran Keamanan Informasi yang Relevan. Kesadaran Keamanan Informasi,menyusun kebutuhan materi program kesadaran keamanan informasi yang relevan. kesadaran keamanan informasi,menyusun kebutuhan materi program kesadaran information security yang relevan. kesadaran information security,menyusun kebutuhan materi program kesadaran information security yang relevan. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.007.1,Mengembangkan Materi Kesadaran Keamanan Informasi,Mengembangkan Materi Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,mengembangkan materi kesadaran keamanan informasi. kesadaran keamanan informasi,develop materi kesadaran information security. kesadaran information security,develop materi kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.008.1,Melakukan Penyampaian Materi Kesadaran Keamanan Informasi,Melakukan Penyampaian Materi Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,melakukan penyampaian materi kesadaran keamanan informasi. kesadaran keamanan informasi,melakukan penyampaian materi kesadaran information security. kesadaran information security,melakukan penyampaian materi kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.009.1,Mengawasi Program Kesadaran Keamanan Informasi,Mengawasi Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,mengawasi program kesadaran keamanan informasi. kesadaran keamanan informasi,mengawasi program kesadaran information security. kesadaran information security,mengawasi program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.010.1,Mengukur Tingkat Keberhasilan Program Kesadaran Keamanan Informasi,Mengukur Tingkat Keberhasilan Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,mengukur tingkat keberhasilan program kesadaran keamanan informasi. kesadaran keamanan informasi,mengukur tingkat keberhasilan program kesadaran information security. kesadaran information security,mengukur tingkat keberhasilan program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.011.1,Menyusun Rekomendasi Perbaikan Program Kesadaran Keamanan Informasi,Menyusun Rekomendasi Perbaikan Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,menyusun rekomendasi perbaikan program kesadaran keamanan informasi. kesadaran keamanan informasi,menyusun rekomendasi perbaikan program kesadaran information security. kesadaran information security,menyusun rekomendasi perbaikan program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.62KKI00.012.1,Menyusun Laporan Kegiatan Program Kesadaran Keamanan Informasi,Menyusun Laporan Kegiatan Program Kesadaran Keamanan Informasi. Kesadaran Keamanan Informasi,menyusun laporan kegiatan program kesadaran keamanan informasi. kesadaran keamanan informasi,menyusun laporan kegiatan program kesadaran information security. kesadaran information security,menyusun laporan kegiatan program kesadaran information security. kesadaran information security,,Kesadaran Keamanan Informasi,SKKNI Kesadaran Keamanan Informasi
J.90PNB01.001.1,Merencanakan Penulisan Buku Teks,Merencanakan Penulisan Buku Teks. Penerbitan Buku,merencanakan penulisan buku teks. penerbitan buku,plan penulisan buku teks. book publishing,plan penulisan buku teks. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.002.1,"Menulis Buku Teks Pendidikan Anak Usia Dini, Sekolah Dasar, dan Sederajat","Menulis Buku Teks Pendidikan Anak Usia Dini, Sekolah Dasar, dan Sederajat. Penerbitan Buku","menulis buku teks pendidikan anak usia dini, sekolah dasar, dan sederajat. penerbitan buku","menulis buku teks pendidikan anak usia dini, sekolah dasar, dan sederajat. book publishing","menulis buku teks pendidikan anak usia dini, sekolah dasar, dan sederajat. book publishing",,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.003.1,"Menulis Buku Teks Sekolah Menengah Pertama, Sekolah Menengah Atas, dan Sederajat","Menulis Buku Teks Sekolah Menengah Pertama, Sekolah Menengah Atas, dan Sederajat. Penerbitan Buku","menulis buku teks sekolah menengah pertama, sekolah menengah atas, dan sederajat. penerbitan buku","menulis buku teks sekolah menengah pertama, sekolah menengah atas, dan sederajat. book publishing","menulis buku teks sekolah menengah pertama, sekolah menengah atas, dan sederajat. book publishing",,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.004.1,Menulis Buku Teks Sekolah Menengah Kejuruan dan Sederajat,Menulis Buku Teks Sekolah Menengah Kejuruan dan Sederajat. Penerbitan Buku,menulis buku teks sekolah menengah kejuruan dan sederajat. penerbitan buku,menulis buku teks sekolah menengah kejuruan dan sederajat. book publishing,menulis buku teks sekolah menengah kejuruan dan sederajat. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.005.1,Menulis Buku Teks Pendidikan Khusus,Menulis Buku Teks Pendidikan Khusus. Penerbitan Buku,menulis buku teks pendidikan khusus. penerbitan buku,menulis buku teks pendidikan khusus. book publishing,menulis buku teks pendidikan khusus. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.006.1,Melakukan Swasunting Naskah Buku Teks,Melakukan Swasunting Naskah Buku Teks. Penerbitan Buku,melakukan swasunting naskah buku teks. penerbitan buku,melakukan swasunting naskah buku teks. book publishing,melakukan swasunting naskah buku teks. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.012.1,Menulis Buku Ilmiah Populer,Menulis Buku Ilmiah Populer. Penerbitan Buku,menulis buku ilmiah populer. penerbitan buku,menulis buku ilmiah populer. book publishing,menulis buku ilmiah populer. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.013.1,Melakukan Swasunting Naskah Buku Ilmiah,Melakukan Swasunting Naskah Buku Ilmiah. Penerbitan Buku,melakukan swasunting naskah buku ilmiah. penerbitan buku,melakukan swasunting naskah buku ilmiah. book publishing,melakukan swasunting naskah buku ilmiah. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.014.1,Meriset Pengembangan Penerbitan Buku Ilmiah,Meriset Pengembangan Penerbitan Buku Ilmiah. Penerbitan Buku,meriset pengembangan penerbitan buku ilmiah. penerbitan buku,meriset pengembangan book publishing ilmiah. book publishing,meriset pengembangan book publishing ilmiah. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
J.90PNB01.015.1,Merencanakan Penulisan Buku Nonfiksi,Merencanakan Penulisan Buku Nonfiksi. Penerbitan Buku,merencanakan penulisan buku nonfiksi. penerbitan buku,plan penulisan buku nonfiksi. book publishing,plan penulisan buku nonfiksi. book publishing,,Penerbitan Buku,SKKNI Penerbitan Buku
